"SpRich","Longitude","Latitude","Site","AnnualTemp","AnnualPrecip"
1,25.402355,31.46392,"Siwa 6.4 km. E.",196,99
1,31.380124,30.885593,"Siwa Oasis 10 km. N",204,50
2,26.169419,29.223923,"Siwa 48 km. N",202,17
7,25.62896,29.363279,"Siwa Oasis, 5 km. N",206,13
1,25.580488,29.706822,"Siwa rd, 130 km S of Mersa Matrouh",202,20
1,25.633807,29.318443,"Siwa-Qara raod 46 km. NE of Siwa",207,12
1,26.476002,30.463586,"Siwa-Qara track, 10 km E of Qara, betw El Naqb el Abyad and el Naqb el Ahmar",192,66
1,26.053693,29.499,"Slum 1.6 km. E",199,20
1,26.424501,29.463858,"Sollum, Sw of",203,20
1,25.173629,31.531781,"south of El Faiyum",196,89
1,24.979137,31.3385,"southwest Sinai",190,83
1,30.856024,29.2215,"St. Catherine Monastery area, 4.8 km. W",211,6
1,33.92004,28.545623,"Suez 33 km. NE & 25 km E of the canal",120,70
1,33.097839,29.082144,"Suez Canal, S of Kabuti",216,10
1,32.43148333,29.46442778,"Abu el Darag",212,16
1,32.713095,30.249705,"Suez road, 20 km E of Cairo City",210,34
1,31.573102,30.100958,"Tor, mountains N of",212,25
1,30.633054,24.716966,"Tungala",250,0
3,32.16667,22.73333,"Wadi Halfa",265,0
2,25.519337,31.423332,"Wadi Abou Rutha",196,103
4,34.01417,28.27583,"Wadi Abu Sandug",133,46
1,34.65,29.45,"Wadi Abu Sanduq 4 km. S",186,30
1,32.568125,29.38168333,"Ras abu Darag",223,11
2,32.522238,29.367218,"Wadi Abusku",211,16
2,35.481434,22.923211,"Wadi Aluchaib",258,13
1,35.321174,23.641501,"Wadi el Arab",232,21
1,31.588552,29.576252,"Wadi el Pasal",207,18
1,32.5,22.76667,"Wadi el Faraid",266,0
1,30.27211389,31.20509722,"Wadi El Ghalib",204,149
2,35.328445,23.494874,"Wadi el Katamiya mouth",238,19
5,34.63333,25.53333,"Wadi el Metras",250,3
1,31.798798,29.919492,"Wadi el Nadait entre Chalatim et Adedat",203,27
1,35.603143,23.14353,"Wadi el Natroun 15 km. W",261,14
2,30.443409,30.303024,"Wadi el Natroun 5 km. W",211,40
1,29.981716,30.499334,"Wadi el Qreiya, Qena-Safaga road km. 77",200,67
3,30.448559,30.292118,"Wadi el Rokham",210,39
1,33.0424,26.433772,"Wadi el Sheikh 4.8 km. W",226,0
1,33.995171,25.283782,"Wadi El-Natroun, 20 km W",229,3
1,33.94064,28.608939,"Wadi Gadrib",138,40
1,29.828425,30.499334,"Wadi Gell",195,74
2,34.16667,23.55,"Wadi Hamzi",249,5
6,33.88333,30.98333,"Wadi Hennis",196,100
1,34.79770556,29.39867778,"Wadi Hor",237,25
8,28.26667,27.4,"Wadi Iseili",218,1
1,32.88333,23.48333,"Wadi Medisa",268,0
1,34.35143889,25.93390833,"Wadi Midhais",247,2
2,35.917982,22.630564,"Wadi Nagib",261,17
1,33.238028,26.976428,"Wadi Nagib",205,5
3,33.22591,23.16716,"Wadi Quleib",259,2
1,33.839683,22.937526,"Wadi el Raml",249,6
1,33.2,22.78333,"Wadi Rawd Ayiad",267,1
3,28.98333,28.86667,"Wadi Seqel",206,6
2,35.288932,24.299215,"Wadi Sceitun",252,12
1,34.428387,22.135547,"Wadi Soulimania",251,10
1,29.98615,30.53964444,"Wadis of Eastern Desert",202,69
2,32.140221,29.415083,"Giza W.",172,40
2,27.409991,31.220047,"Zaranik Protectorate center, 2 km E",196,132
1,33.358764,30.454488,"Zaranik Protectorate center, 4 km E",191,61
2,33.478039,31.131587,"Sidi Barani 8 km. E",201,107
1,25.874651,31.596006,"Simbillawein           8 km. E",193,146
1,26.00401,31.582979,"Simbillawein 5 km. W",194,147
1,31.551593,30.889228,"Siwa Oasis 20km.E",204,50
1,31.407995,30.885593,"Suez, just east of",203,50
1,25.949176,29.228165,"Zaranik Protectorate Center, 3 km E",211,12
1,32.652808,29.963419,"Zaranik Protectorate Center, 3 km S",223,22
5,30.82416389,30.4591,"Kafr Dawud",208,36
1,31.600973,31.325473,"Damietta mouth of Nile",201,90
2,34.78340149,29.6084671,"Nekhel",193,27
1,33.79252243,27.26708412,"foraging close to the bus parking of the Monastery Saint Katherine in Wadi Sheikh",230,1
2,31.85903358,30.17334366,"Alam dabus",213,25
1,25.8798008,31.60358047,"El Hara, 14 km. S",193,146
1,31.43178558,31.16484261,"El Imayid",203,68
3,29.105024,28.184462,"El Malfa 110km. W of Siwa",207,1
1,29.4206562,30.66231918,"El Mensi",191,91
2,31.30009651,29.6166172,"Faras West 4 km. S",221,11
1,33.64878889,28.64570833,"Fayid 4.8 km. NE",121,67
2,33.945601,28.54685,"Fayid 4.8 km. NW",123,63
1,33.967981,28.552829,"Gabal Nsob El-Daan",130,51
1,33.910044,28.587145,"Gagheret bay",141,36
6,32.29827,30.354179,"Garet Hamed",225,22
1,32.268469,30.332621,"Hammam Ali",225,22
1,32.61284256,22.00190926,"Mahtuat el Dowa",253,1
3,27.85181618,30.74036026,"Tell el Adam",187,97
2,29.44918633,30.8842411,"Tell Neidat",192,108
5,31.94740868,30.90690804,"Wadi Abu Mousa",209,52
1,30.14987564,31.18301392,"Wadi Aremi",203,160
1,32.58319855,25.23333931,"Wadi Awaba, southern Gilf el Kebir",249,0
2,31.71760368,26.60228539,"Wadi el Haden",228,0
1,33.41685104,27.46900558,"Wadi Fahamia",223,1
1,31.883955,22.40202522,"Wadi Fatamia",263,0
3,25.39731026,23.46875191,"Gebel Genawi",222,1
1,26.20077515,29.1677494,"Wadi Gaera",207,13
4,29.68340492,30.95014191,"Wadi Gumbiet",196,124
1,31.81370926,29.96751595,"Wadi Hadaba",210,26
4,31.31643105,29.78349686,"Wadi Labaq",222,15
1,32.2997818,30.10066605,"Wadi Mitgal",215,25
1,28.69730186,30.40372849,"Wadi Nasr",188,75
1,33.65901947,22.76135254,"Wadi Qluched",259,3
1,31.51625252,30.08318901,"Wadi Satakh",211,26
1,33.33324432,27.02985764,"Wadi Yalleh",183,11
1,34.0568428,27.90112495,"Wadi Zuwar Abou Sirih",223,5
1,30.53724722,30.81741667,"Dilingat",206,67
1,27.19822311,31.19708633,"Almat Warr",189,138
2,33.92058563,26.14125061,"El Khoueldi",227,2
1,31.30157778,27.136325,"Gard Rammaki",226,4
16,31.05374444,29.47491944,"Wadi Tabib",216,9
1,33.47488889,22.99150278,"El Gau",259,2
2,30.67246111,30.84385,"Sahl El-qaa",204,63
2,29.50954722,30.90088889,"Wadi Qena mouth",191,109
1,25.76667,30.95,"Aen Hamaam",188,83
1,30.61028,30.85333,"Baltim 1Km.S",204,67
1,33.700485,30.643868,"Between Helwan and Gulf of Suez",197,69
1,32.92446944,24.40364167,"Derau (Daraw), 36 km N of Aswan",263,1
1,31.12139,30.24472,"between Le Cap and Kantara",209,23
1,31.290107,29.914455,"Cairo 10 Km.E",220,16
1,31.46646667,29.8806,"Cairo 35 km. E",208,26
1,33.98167778,24.75627222,"Cairo-Alexandria road, 30 km N of Cairo",238,4
1,31.831959,30.102023,"hills west and sw of Dahab",212,25
4,32.291179,30.913949,"Khor Dihmit",216,54
1,31.611278,30.183662,"Lake Timsah west side",214,23
1,31.797518,30.100747,"Mersa Alem 20 km. SW",212,25
1,31.203083,30.330357,"Mersa Matruh 22 km. E",209,25
1,32.968527,24.072214,"Qustul East",265,1
1,34.468007,28.495073,"Road between Idfu and Kom Ombo",222,9
7,33.124152,23.771489,"Royal Shooting Club, 5 km N Faiyum",264,1
2,32.272204,30.585401,"Wadi Adeib, 3.2 km. N of Bir Kansisrob",218,35
1,34.781648,24.928071,"Wadi Adeib 3.6 km. N of Bir Kansisrob",235,11
1,27.396504,31.237238,"Wadi Adeib 4 km. N of Bir Kansisrob",196,133
1,33.0752,24.389763,"Wadi Adeib 6.4 km. N of Bir Kansisrob",259,1
1,32.934086,24.763595,"Wadi Adeib, 4.8 km. N Bir Kansisrob",252,0
1,30.84942,29.366315,"wadis west of Nabq",211,8
4,36.390989,22.265632,"West Aswan , Nile bank",254,27
4,32.46794444,26.12259167,"Dishna",240,1
1,36.39354,22.267864,"West lake Nasser",255,27
2,36.397686,22.27201,"West Tamiya",255,27
1,36.415226,22.285404,"Abu El Matamir, 1 km W",257,26
2,36.405021,22.276793,"West Armina",256,26
1,34.40614,28.095807,"Ayun Musa E of",230,6
1,32.820238,23.843242,"Ballana East",268,0
1,30.193438,30.931169,"between El-Khatatba and Wadi El-Natroun",204,106
3,32.997867,24.449795,"Bir Abd el Nabi",259,0
1,24.921342,29.613145,"Burg el Arab 12.8 km. W",214,9
1,32.913995,24.402916,"Burg El-Arab, 8 km west",262,1
1,30.356716,31.14611,"Farascon, west of",203,131
1,30.376836,30.428659,"Gilf Kebir & Uweinat",209,49
1,26.956179,29.984746,"Giza Pyramid area 16 km. W",195,43
1,29.533402,30.911925,"Hatiyet Abd Enaby",191,109
1,29.38215,30.850806,"Idku, sand dunes close to sea",193,106
1,29.424564,30.872491,"Isna E.",192,106
1,31.653693,31.333624,"Kalabasha 4 km. S",201,92
1,25.234424,22.877048,"Karkur Murr 12 km. W",223,1
1,30.940866,29.973266,"Kurna",203,25
4,26.966384,29.93149,"Maqdaba",208,34
8,32.614546,25.301584,"Wadi Isla",248,0
1,25.016435,22.10714,"Limited to Cliffs north of Salum",233,1
2,33.500017,30.680462,"Khor Musa Pasha",187,85
1,33.355875,29.03203889,"Qaret el Mashruka 8 km. S",199,14
1,25.133175,31.63324722,"Qaret El Mashruka, W of",191,115
3,33.96961944,28.52834722,"Sand Bar of Zaranik",124,62
1,31.396,22.00001111,"various northern coastal localities",261,0
2,29.554118,30.283402,"Wadi Allaqi 11.2 km. SE of Allaqi Village",197,57
1,29.483737,30.273891,"Wadis of Gebel Uweinat",195,58
3,30.778179,28.241714,"Between Abu Ghalib and Cairo on Cairo-Alexandria desert road",209,2
1,33.723013,31.122348,"Abydos, W",196,108
1,30.91099722,29.94251389,"6th October City",205,22
1,33.68339722,28.70694444,"Wadi Akhdar",177,17
6,31.42776111,29.93268611,"Wadi Digla",210,25
1,32.58048889,25.3354,"El Deir",248,0
1,32.58048889,25.3354,"El Diwan near El Dirr",248,0
1,31.74542778,26.56263333,"Akhmim",227,0
4,36.29734167,22.21801667,"Wadi Akwamatra",246,28
16,29.88235,31.17793889,"Alexandria",207,179
3,32.553225,25.29323611,"Isna",249,0
2,36.102,22.135525,"Wadi Eteigan",245,25
1,29.88235,31.17793889,"Port of Alexandria",207,179
4,30.97195,29.53594167,"Fanus",214,11
3,31.79868889,30.72653333,"Faqus",207,48
4,28.19909444,27.20273056,"Farafara Oasis",217,2
2,32.16168889,26.05385833,"Farshout",238,2
2,31.71364444,31.33055833,"Faraskur",201,92
20,30.83599167,29.30266667,"Faiyum",209,7
38,33.573998,28.751703,"Feiran Oasis",181,15
1,33.60231111,28.7197,"Feiran Oasis",191,13
1,32.34105,30.65401389,"El Ferden",217,39
3,30.54831111,31.20481389,"Fuwa",198,127
3,27.92681944,31.058575,"Foka",194,114
2,28.93896944,28.30508333,"Ain Guffara",213,1
17,31.95680833,30.11822778,"Wadi el Gafra",212,25
2,33.9051,28.53191667,"Wadi Gibal",122,63
6,35.08123,24.661814,"Mouth of Wadi El-Gimal",254,7
9,33.95399167,28.54537778,"Wadi el Arbaein",130,51
1,33.96599444,28.53428056,"El Arbaeian Monastery 9km. W of St. Catherine Monastery",128,56
4,34.783525,24.856925,"Wadi Ghadir",227,13
20,30.93903611,30.2739,"Abu Ghalib",208,25
2,31.25871111,30.71273333,"Mit Ghamr",202,43
1,31.02567222,30.77945833,"Unknown locality",199,52
1,28.625115,30.984354,"Wadi el Ghazal S of Sidi Barrani",193,120
3,32.10517222,29.615725,"Wadi el Ghuweibba",219,14
1,35.04074167,24.34731389,"Wadi Abu Ghosun",241,11
3,31.68471944,29.84861389,"Wadi Gindali",202,28
2,31.67738611,29.90658056,"Bir Gindali",203,29
1,31.855675,30.04467778,"Wadi el Gindali",211,25
45,31.19738333,30.00135278,"Giza",212,17
45,31.11250833,29.97633333,"Giza Pyramid area",211,17
12,31.19738333,30.00135278,"Giza Zoological Gardens",212,17
1,34.41211111,30.64724444,"Wadi Gedeiret",191,108
3,31.54174167,27.29688611,"Wadi Habeeb",218,4
1,31.871779,30.986349,"San El-Hagar",206,59
1,33.05417778,24.45089167,"Armena East Pumping station",259,0
15,30.701075,30.75915833,"Kom Hamada",205,53
1,31.67615833,30.53823611,"Tel el Kebir, Abu Hammad",209,33
6,29.42118611,30.83901389,"El Hammam",192,105
3,30.97415833,30.292775,"Ashmon",208,25
1,33.76178611,28.78441111,"Gebel Hamra",155,27
2,31.15257778,31.31399444,"El Hamul",203,102
1,31.57169444,26.77599444,"Gebel el Haridi",218,2
4,29.11654663,28.33322716,"El Hara",212,1
1,31.25969167,29.89734444,"Hawamdiya",219,16
1,33.22678333,23.69945278,"Wadi Dihmit, Bir Umm Hibal area",257,3
1,28.669043,28.04485,"El Heiz",207,1
1,29.07006944,25.52682222,"Asment",234,0
5,31.33377222,30.09604167,"Heliopolis",216,21
6,31.37596389,29.86079444,"Helwan",217,20
2,34.10192778,30.97476944,"Wadi Hareidin, 20 km SE El Arish",195,123
1,33.063792,30.208076,"Bir El-Gidi",183,55
6,35.566909,23.106255,"Wadi Hodein",261,14
1,31.3652,29.88784167,"Wadi Hof",219,20
3,30.31666667,31.1,"South side of Lake Idku (Abu Hommos area)",203,126
1,30.29175556,30.909225,"Hosh Eisa",205,95
8,31.36271944,29.88483333,"Wadi Hof",219,20
2,33.83333333,27.23333333,"Hurghada",228,3
7,32.26876667,30.63911111,"Ismailia",217,36
6,36.36694444,22.24379444,"Bir Kansisrob",252,28
6,36.36694444,22.24379444,"Wadi Kansisrob",252,28
12,31.540691,27.391443,"Wadi Asyuti",217,4
2,25.137275,22.09798056,"Karkur Tahl",232,2
1,32.66196667,25.71774167,"El-Karnak",246,0
7,32.66196667,25.71774167,"El-Karnak, Big Temple",246,0
18,32.905131,24.090098,"Aswan",268,1
7,31.109075,30.03226111,"Kirdasa",210,18
3,31.35781389,30.21722222,"El Khanka",212,24
18,30.60664722,25.32145,"Kharga oasis",245,0
4,34.19038056,27.84978333,"Wadi Khoshbi",219,5
10,30.83554444,30.37589722,"El Khatatba",208,31
1,32.783985,25.768802,"Khayzam, 16 km NE Luxor",245,0
1,34.678925,29.99165278,"Kuntila",198,53
1,32.92383611,24.05141944,"East Aswan",268,1
2,29.726358,22.412441,"Bir Kurayim",253,1
4,32.322425,23.905902,"Kurkur Oasis",256,0
1,29.92143056,22.68782222,"Bir Kiseiba",254,0
2,31.16779444,30.02906389,"Saft el Laban",211,17
27,32.65404167,25.68889167,"Luxor",246,0
11,31.29428889,29.95519444,"Maadi",218,19
1,27.37515278,31.22095556,"Maatin el Garawla",195,133
1,33.40571111,30.69586111,"Bir el Maghara",184,91
11,33.382525,30.70650556,"Gabal El-Maghara",178,103
5,31.15224722,30.96294444,"Mehalla el Kubra",199,60
2,30.6393,25.62643611,"El Mahariq",239,0
2,34.167025,28.38198056,"Wadi Mandar",156,25
1,29.99716667,31.27215556,"Mandara",205,183
6,28.95108611,28.35446389,"Bahariya Oasis, Mandisha",213,1
1,30.97041667,27.31460278,"Manfalut",223,0
12,31.06295833,30.13725278,"El Mansuriya",209,21
1,31.82301944,26.39214722,"Awlad Hamza",230,1
2,31.25601111,29.81565833,"El Marazig",220,15
1,31.34881944,30.16126667,"El Marq",215,23
5,29.43368333,30.88771389,"Lake Mariut",192,108
5,29.43368333,30.88771389,"Mariut, 65 km W of Alexandria",192,108
1,30.83764444,27.48943611,"Massarah",215,2
7,30.20330278,30.92729444,"Abu el Matamir",204,105
1,31.32052778,30.12989167,"Matariya",215,22
24,27.237008,31.355768,"Mersa Matruh",196,150
6,27.237008,31.355768,"western Mediterranean coast, no exact loc",196,150
2,28.83286111,25.681325,"Ezbet Muhib",232,0
1,30.79803056,28.49837778,"Beni Mazar",212,3
2,31.22093333,29.99693889,"Saqiyet Meki",214,17
7,30.7708,28.09656944,"Minya",213,1
3,31.16375278,29.94085,"Zawyet Abu Mussalam",214,16
2,31.41698056,26.99665,"El Badari",227,2
1,32.95395278,30.02684444,"Metla area",188,42
1,32.95395278,30.02684444,"Mitla Road at 30 deg N",188,42
1,32.58258889,25.731175,"Valley of Queens, tomb",239,0
4,32.59305278,25.73941944,"Valley of the Kings",234,0
1,30.93196667,30.46546944,"Monof",207,32
1,30.93196667,30.46546944,"unknown locality",207,32
1,31.29795833,30.02097778,"Cairo, hills east",211,23
7,31.29795833,30.02097778,"Gebel Mokattam",211,23
1,33.91806389,22.58455278,"Wadi Murra",253,6
7,32.64040833,29.86579167,"Ayun Musa",226,19
